dataname,newdataname,newdatabegin,newdataend,newdataemotion
Ses02M_impro08,Ses02M_impro08_M005,55.1628,57.5574,neu
Ses02M_impro08,Ses02M_impro08_M006,62.0289,63.8421,xxx
Ses02M_impro08,Ses02M_impro08_M007,78.1955,82.6714,neu
Ses02M_impro08,Ses02M_impro08_M008,87.5150,90.9077,neu
Ses02M_impro08,Ses02M_impro08_M009,94.4263,100.1059,neu
Ses02M_impro08,Ses02M_impro08_M010,100.1566,102.0586,neu
Ses02M_impro08,Ses02M_impro08_M011,103.2505,112.7768,neu
Ses02M_impro08,Ses02M_impro08_M012,112.8186,118.1843,neu
Ses02M_impro08,Ses02M_impro08_M013,118.8972,121.6360,neu
Ses02M_impro08,Ses02M_impro08_M014,121.6487,124.0197,neu
Ses02M_impro08,Ses02M_impro08_M015,124.3367,132.5278,neu
Ses02M_impro08,Ses02M_impro08_M016,132.5405,135.3819,neu
Ses02M_impro08,Ses02M_impro08_M017,138.8867,140.1928,neu
Ses02M_impro08,Ses02M_impro08_M018,140.7806,141.9234,neu
Ses02M_impro08,Ses02M_impro08_M019,144.3452,148.4281,neu
Ses02M_impro08,Ses02M_impro08_M020,149.9623,157.3799,neu
Ses02M_impro08,Ses02M_impro08_M021,157.3926,164.5089,neu
Ses02M_impro08,Ses02M_impro08_M022,164.5313,166.1633,neu
Ses02M_impro08,Ses02M_impro08_M023,167.4856,169.3876,neu
Ses02M_impro08,Ses02M_impro08_M024,170.5161,172.3926,neu
Ses02M_impro08,Ses02M_impro08_M025,172.9118,183.6004,neu
Ses02M_impro08,Ses02M_impro08_M026,183.9704,187.7147,neu
Ses02M_impro08,Ses02M_impro08_M027,187.7365,191.1325,neu
Ses02M_impro08,Ses02M_impro08_M028,191.4882,197.1767,neu
Ses02M_impro08,Ses02M_impro08_M029,197.3020,208.1746,neu
Ses02M_impro08,Ses02M_impro08_M030,208.2000,212.2955,neu
Ses02M_impro08,Ses02M_impro08_M031,212.7393,216.2770,neu
Ses02F_impro07,Ses02F_impro07_F000,9.1738,13.9432,xxx
Ses02F_impro07,Ses02F_impro07_F001,17.2750,19.5500,exc
Ses02F_impro07,Ses02F_impro07_F002,20.4600,22.9300,exc
Ses02F_impro07,Ses02F_impro07_F003,22.9400,28.7400,exc
Ses02F_impro07,Ses02F_impro07_F004,28.7500,29.9500,exc
Ses02F_impro07,Ses02F_impro07_F005,29.9700,31.0789,exc
Ses02F_impro07,Ses02F_impro07_F006,31.0983,33.0000,exc
Ses02F_impro07,Ses02F_impro07_F007,34.4500,40.6076,exc
Ses02F_impro07,Ses02F_impro07_F008,40.6300,48.3500,exc
Ses02F_impro07,Ses02F_impro07_F009,48.3700,52.6300,exc
Ses02F_impro07,Ses02F_impro07_F010,52.6300,57.8000,exc
Ses02F_impro07,Ses02F_impro07_F011,57.8100,65.9300,exc
Ses02F_impro07,Ses02F_impro07_F012,65.9400,71.1900,exc
Ses02F_impro07,Ses02F_impro07_F013,71.2000,74.5000,exc
Ses02F_impro07,Ses02F_impro07_F014,77.3100,83.5700,exc
Ses02F_impro07,Ses02F_impro07_F015,83.5800,87.5300,exc
Ses02F_impro07,Ses02F_impro07_F016,87.5400,89.9800,exc
Ses02F_impro07,Ses02F_impro07_F017,90.0000,96.9445,exc
Ses02F_impro07,Ses02F_impro07_F018,100.0166,111.3549,exc
Ses02F_impro07,Ses02F_impro07_F019,111.9500,121.2900,exc
Ses02F_impro07,Ses02F_impro07_F020,121.3000,123.8909,exc
Ses02F_impro07,Ses02F_impro07_F021,125.8858,133.4000,exc
Ses02F_impro07,Ses02F_impro07_F022,133.4200,144.7518,exc
Ses02F_impro07,Ses02F_impro07_F023,144.7600,146.4500,exc
Ses02F_impro07,Ses02F_impro07_F024,146.4700,148.6500,exc
Ses02F_impro07,Ses02F_impro07_F025,148.6700,156.3102,exc
Ses02F_impro07,Ses02F_impro07_F026,159.7568,165.8800,exc
Ses02F_impro07,Ses02F_impro07_F027,166.9600,168.2600,exc
Ses02F_impro07,Ses02F_impro07_F028,168.2900,172.3000,exc
Ses02F_impro07,Ses02F_impro07_F029,172.5300,173.6000,exc
Ses02F_impro07,Ses02F_impro07_F030,173.8219,175.6762,exc
Ses02F_impro07,Ses02F_impro07_F031,177.1500,179.8400,exc
Ses02F_impro07,Ses02F_impro07_F032,180.3892,182.3015,exc
Ses02F_impro07,Ses02F_impro07_F033,182.3100,186.7475,exc
Ses02F_impro07,Ses02F_impro07_F034,187.1942,193.4503,exc
Ses02F_impro07,Ses02F_impro07_F035,195.3825,199.0482,exc
Ses02F_impro07,Ses02F_impro07_F036,200.2705,202.5100,exc
Ses02F_impro07,Ses02F_impro07_F037,202.5700,204.2100,exc
Ses02F_impro07,Ses02F_impro07_M000,6.7677,9.5033,neu
Ses02F_impro07,Ses02F_impro07_M001,13.9746,16.8885,exc
Ses02F_impro07,Ses02F_impro07_M002,19.0400,20.8700,exc
Ses02F_impro07,Ses02F_impro07_M003,21.8500,23.5100,exc
Ses02F_impro07,Ses02F_impro07_M004,28.1700,29.5900,exc
Ses02F_impro07,Ses02F_impro07_M005,29.6100,35.0773,exc
Ses02F_impro07,Ses02F_impro07_M006,40.6900,43.5800,exc
Ses02F_impro07,Ses02F_impro07_M007,44.6000,45.8200,exc
Ses02F_impro07,Ses02F_impro07_M008,50.0900,51.4100,exc
Ses02F_impro07,Ses02F_impro07_M009,51.4700,52.6100,exc
Ses02F_impro07,Ses02F_impro07_M010,57.4500,60.5700,exc
Ses02F_impro07,Ses02F_impro07_M011,63.1430,64.9973,exc
Ses02F_impro07,Ses02F_impro07_M012,71.3699,74.5199,xxx
Ses02F_impro07,Ses02F_impro07_M013,74.5199,78.2500,xxx
Ses02F_impro07,Ses02F_impro07_M014,82.8800,84.2100,xxx
Ses02F_impro07,Ses02F_impro07_M015,88.3886,89.5200,xxx
Ses02F_impro07,Ses02F_impro07_M016,90.0200,91.1200,neu
Ses02F_impro07,Ses02F_impro07_M017,95.5900,101.1500,exc
Ses02F_impro07,Ses02F_impro07_M018,108.7087,110.3028,hap
Ses02F_impro07,Ses02F_impro07_M019,110.3312,112.5500,hap
Ses02F_impro07,Ses02F_impro07_M020,123.1375,127.2904,xxx
Ses02F_impro07,Ses02F_impro07_M021,130.0139,132.6988,xxx
Ses02F_impro07,Ses02F_impro07_M022,143.7874,145.6256,xxx
Ses02F_impro07,Ses02F_impro07_M023,148.7694,150.1409,exc
Ses02F_impro07,Ses02F_impro07_M024,156.3531,159.9725,xxx
Ses02F_impro07,Ses02F_impro07_M025,159.9725,160.8800,xxx
Ses02F_impro07,Ses02F_impro07_M026,160.8997,162.2100,xxx
Ses02F_impro07,Ses02F_impro07_M027,163.2400,164.9300,exc
Ses02F_impro07,Ses02F_impro07_M028,165.5326,173.6674,exc
Ses02F_impro07,Ses02F_impro07_M029,173.7000,178.7860,exc
Ses02F_impro07,Ses02F_impro07_M030,179.5400,183.4990,xxx
Ses02F_impro07,Ses02F_impro07_M031,185.0531,187.1315,xxx
Ses02F_impro07,Ses02F_impro07_M032,188.3100,189.6200,xxx
Ses02F_impro07,Ses02F_impro07_M033,190.0100,192.4500,xxx
Ses02F_impro07,Ses02F_impro07_M034,192.5002,195.3199,exc
Ses02F_impro07,Ses02F_impro07_M035,198.3914,203.6839,xxx
Ses02M_impro05,Ses02M_impro05_F000,3.6155,4.8484,neu
Ses02M_impro05,Ses02M_impro05_F001,9.2950,13.2588,neu
Ses02M_impro05,Ses02M_impro05_F002,14.7400,16.4900,neu
Ses02M_impro05,Ses02M_impro05_F003,16.4900,27.9028,neu
Ses02M_impro05,Ses02M_impro05_F004,30.4700,36.5507,neu
Ses02M_impro05,Ses02M_impro05_F005,38.1619,46.2674,neu
Ses02M_impro05,Ses02M_impro05_F006,46.2872,53.6683,neu
Ses02M_impro05,Ses02M_impro05_F007,56.6475,69.8700,neu
Ses02M_impro05,Ses02M_impro05_F008,69.8800,72.1149,neu
Ses02M_impro05,Ses02M_impro05_F009,74.3085,75.0407,neu
Ses02M_impro05,Ses02M_impro05_F010,81.3600,82.5900,neu
Ses02M_impro05,Ses02M_impro05_F011,83.1331,94.2758,neu
Ses02M_impro05,Ses02M_impro05_F012,100.2715,104.9224,neu
Ses02M_impro05,Ses02M_impro05_F013,105.3994,111.5716,neu
Ses02M_impro05,Ses02M_impro05_F014,111.7101,113.5505,neu
Ses02M_impro05,Ses02M_impro05_F015,119.3685,125.5600,neu
Ses02M_impro05,Ses02M_impro05_F016,125.5900,127.1500,neu
Ses02M_impro05,Ses02M_impro05_F017,133.4189,141.7900,neu
Ses02M_impro05,Ses02M_impro05_F018,141.8000,145.1500,neu
Ses02M_impro05,Ses02M_impro05_F019,152.8519,154.4152,neu
Ses02M_impro05,Ses02M_impro05_F020,159.9100,162.6900,neu
Ses02M_impro05,Ses02M_impro05_F021,162.7000,165.6400,neu
Ses02M_impro05,Ses02M_impro05_F022,167.5717,176.8958,fru
Ses02M_impro05,Ses02M_impro05_F023,180.8041,187.9777,neu
Ses02M_impro05,Ses02M_impro05_F024,203.0600,209.3303,neu
Ses02M_impro05,Ses02M_impro05_F025,211.7643,217.8594,neu
Ses02M_impro05,Ses02M_impro05_F026,217.8694,226.3700,neu
Ses02M_impro05,Ses02M_impro05_F027,230.9033,232.5628,xxx
Ses02M_impro05,Ses02M_impro05_F028,232.6200,241.2503,fru
Ses02M_impro05,Ses02M_impro05_F029,242.5959,244.2978,fru
Ses02M_impro05,Ses02M_impro05_F030,246.1900,247.1636,xxx
Ses02M_impro05,Ses02M_impro05_M000,2.6966,3.9776,neu
Ses02M_impro05,Ses02M_impro05_M001,4.9295,9.4790,neu
Ses02M_impro05,Ses02M_impro05_M002,11.4800,16.5042,neu
Ses02M_impro05,Ses02M_impro05_M003,27.2271,31.5242,neu
Ses02M_impro05,Ses02M_impro05_M004,35.3200,38.1932,sur
Ses02M_impro05,Ses02M_impro05_M005,53.6501,56.5535,xxx
Ses02M_impro05,Ses02M_impro05_M006,67.2635,69.8172,fru
Ses02M_impro05,Ses02M_impro05_M007,71.6500,74.4400,xxx
Ses02M_impro05,Ses02M_impro05_M008,74.4500,81.9200,fru
Ses02M_impro05,Ses02M_impro05_M009,81.9300,83.1741,xxx
Ses02M_impro05,Ses02M_impro05_M010,94.0921,100.4500,fru
Ses02M_impro05,Ses02M_impro05_M011,100.4500,102.1519,fru
Ses02M_impro05,Ses02M_impro05_M012,104.6651,105.4765,xxx
Ses02M_impro05,Ses02M_impro05_M013,112.1652,119.1800,ang
Ses02M_impro05,Ses02M_impro05_M014,119.1900,121.8700,fru
Ses02M_impro05,Ses02M_impro05_M015,123.6628,124.5533,xxx
Ses02M_impro05,Ses02M_impro05_M016,126.7989,133.6168,ang
Ses02M_impro05,Ses02M_impro05_M017,144.8700,148.0300,fru
Ses02M_impro05,Ses02M_impro05_M018,148.0400,153.3268,ang
Ses02M_impro05,Ses02M_impro05_M019,153.3268,157.4725,fru
Ses02M_impro05,Ses02M_impro05_M020,157.5352,161.3054,fru
Ses02M_impro05,Ses02M_impro05_M021,165.1608,167.6344,fru
Ses02M_impro05,Ses02M_impro05_M022,176.6979,180.9525,xxx
Ses02M_impro05,Ses02M_impro05_M023,186.8406,196.4079,fru
Ses02M_impro05,Ses02M_impro05_M024,196.4177,204.0663,fru
Ses02M_impro05,Ses02M_impro05_M025,207.0300,211.9163,ang
Ses02M_impro05,Ses02M_impro05_M026,225.3600,230.8900,ang
Ses02M_impro05,Ses02M_impro05_M027,230.9000,233.3100,fru
Ses02M_impro05,Ses02M_impro05_M028,241.0860,245.8809,fru
Ses02F_script01_3,Ses02F_script01_3_F000,6.6300,9.5400,xxx
Ses02F_script01_3,Ses02F_script01_3_F001,12.1200,14.1000,xxx
Ses02F_script01_3,Ses02F_script01_3_F002,14.9100,18.4600,xxx
Ses02F_script01_3,Ses02F_script01_3_F003,21.0900,26.8100,xxx
Ses02F_script01_3,Ses02F_script01_3_F004,28.6400,32.7638,xxx
Ses02F_script01_3,Ses02F_script01_3_F005,33.4200,40.8600,xxx
Ses02F_script01_3,Ses02F_script01_3_F006,41.9500,46.2900,xxx
Ses02F_script01_3,Ses02F_script01_3_F007,56.4918,58.7900,xxx
Ses02F_script01_3,Ses02F_script01_3_F008,60.8300,61.5000,xxx
Ses02F_script01_3,Ses02F_script01_3_F009,61.5400,64.1200,sad
Ses02F_script01_3,Ses02F_script01_3_F010,73.5900,78.0400,xxx
Ses02F_script01_3,Ses02F_script01_3_F011,109.1400,112.3200,xxx
Ses02F_script01_3,Ses02F_script01_3_F012,115.7900,118.5420,hap
Ses02F_script01_3,Ses02F_script01_3_F013,121.0300,123.4500,hap
Ses02F_script01_3,Ses02F_script01_3_F014,124.8200,126.7000,hap
Ses02F_script01_3,Ses02F_script01_3_F015,129.0200,138.1000,xxx
Ses02F_script01_3,Ses02F_script01_3_F016,146.2400,154.8400,hap
Ses02F_script01_3,Ses02F_script01_3_F017,157.5900,159.2100,xxx
Ses02F_script01_3,Ses02F_script01_3_F018,160.1500,166.7400,xxx
Ses02F_script01_3,Ses02F_script01_3_F019,169.8100,173.3200,xxx
Ses02F_script01_3,Ses02F_script01_3_F020,176.8257,185.9200,sad
Ses02F_script01_3,Ses02F_script01_3_F021,191.1300,193.3241,sad
Ses02F_script01_3,Ses02F_script01_3_F022,196.6900,198.6400,sad
Ses02F_script01_3,Ses02F_script01_3_F023,206.9900,208.4100,sad
Ses02F_script01_3,Ses02F_script01_3_F024,211.6000,213.3000,sad
Ses02F_script01_3,Ses02F_script01_3_F025,215.8937,217.6679,sad
Ses02F_script01_3,Ses02F_script01_3_F026,331.4300,333.6900,sad
Ses02F_script01_3,Ses02F_script01_3_F027,336.9100,344.5400,xxx
Ses02F_script01_3,Ses02F_script01_3_F028,344.6000,353.2200,xxx
Ses02F_script01_3,Ses02F_script01_3_F029,357.6900,360.0600,hap
Ses02F_script01_3,Ses02F_script01_3_M000,9.4400,12.1700,xxx
Ses02F_script01_3,Ses02F_script01_3_M001,19.3800,21.0300,neu
Ses02F_script01_3,Ses02F_script01_3_M002,27.3900,28.5200,xxx
Ses02F_script01_3,Ses02F_script01_3_M003,32.5500,33.4700,xxx
Ses02F_script01_3,Ses02F_script01_3_M004,40.9500,41.8900,xxx
Ses02F_script01_3,Ses02F_script01_3_M005,47.9700,57.1100,xxx
Ses02F_script01_3,Ses02F_script01_3_M006,64.1368,71.7000,xxx
Ses02F_script01_3,Ses02F_script01_3_M007,80.3500,87.6700,xxx
Ses02F_script01_3,Ses02F_script01_3_M008,87.9400,90.8500,xxx
Ses02F_script01_3,Ses02F_script01_3_M009,91.3200,99.9000,xxx
Ses02F_script01_3,Ses02F_script01_3_M010,100.4000,109.9300,exc
Ses02F_script01_3,Ses02F_script01_3_M011,111.9600,114.4900,xxx
Ses02F_script01_3,Ses02F_script01_3_M012,119.1197,120.3100,xxx
Ses02F_script01_3,Ses02F_script01_3_M013,123.2600,124.9846,xxx
Ses02F_script01_3,Ses02F_script01_3_M014,127.0000,129.0500,xxx
Ses02F_script01_3,Ses02F_script01_3_M015,138.3100,140.6900,xxx
Ses02F_script01_3,Ses02F_script01_3_M016,140.9400,146.8800,xxx
Ses02F_script01_3,Ses02F_script01_3_M017,154.1100,157.8300,xxx
Ses02F_script01_3,Ses02F_script01_3_M018,159.1100,160.4000,xxx
Ses02F_script01_3,Ses02F_script01_3_M019,167.6900,170.4900,xxx
Ses02F_script01_3,Ses02F_script01_3_M020,173.5779,176.7000,sad
Ses02F_script01_3,Ses02F_script01_3_M021,186.5800,191.1500,sad
Ses02F_script01_3,Ses02F_script01_3_M022,193.8700,196.2000,sad
Ses02F_script01_3,Ses02F_script01_3_M023,200.0900,207.2400,sad
Ses02F_script01_3,Ses02F_script01_3_M024,209.2300,211.3800,sad
Ses02F_script01_3,Ses02F_script01_3_M025,214.0700,215.6400,sad
Ses02F_script01_3,Ses02F_script01_3_M026,218.0900,223.2800,sad
Ses02F_script01_3,Ses02F_script01_3_M027,224.1600,238.3000,sad
Ses02F_script01_3,Ses02F_script01_3_M028,238.3700,247.3600,sad
Ses02F_script01_3,Ses02F_script01_3_M029,247.9400,261.6500,sad
Ses02F_script01_3,Ses02F_script01_3_M030,261.6900,273.3400,sad
Ses02F_script01_3,Ses02F_script01_3_M031,274.7500,290.0600,sad
Ses02F_script01_3,Ses02F_script01_3_M032,290.3500,307.6700,sad
Ses02F_script01_3,Ses02F_script01_3_M033,308.7100,320.4500,sad
Ses02F_script01_3,Ses02F_script01_3_M034,320.8300,330.7300,sad
Ses02F_script01_3,Ses02F_script01_3_M035,334.6100,336.6000,xxx
Ses02F_script01_3,Ses02F_script01_3_M036,353.6400,357.8700,xxx
Ses02F_impro04,Ses02F_impro04_F000,9.6322,19.0420,fru
Ses02F_impro04,Ses02F_impro04_F001,24.6700,28.9797,fru
Ses02F_impro04,Ses02F_impro04_F002,29.0536,34.9600,fru
Ses02F_impro04,Ses02F_impro04_F003,39.1700,46.3474,fru
Ses02F_impro04,Ses02F_impro04_F004,48.7571,54.0980,fru
Ses02F_impro04,Ses02F_impro04_F005,63.8300,74.6400,fru
Ses02F_impro04,Ses02F_impro04_F006,80.3700,91.5702,fru
Ses02F_impro04,Ses02F_impro04_F007,102.4700,111.8000,fru
Ses02F_impro04,Ses02F_impro04_F008,117.2799,129.1165,fru
Ses02F_impro04,Ses02F_impro04_F009,132.9672,135.2700,sad
Ses02F_impro04,Ses02F_impro04_F010,150.3800,156.5983,fru
Ses02F_impro04,Ses02F_impro04_F011,173.3600,192.9300,fru
Ses02F_impro04,Ses02F_impro04_F012,204.9700,207.2100,fru
Ses02F_impro04,Ses02F_impro04_F013,212.2790,229.8000,fru
Ses02F_impro04,Ses02F_impro04_F014,242.0100,248.8300,fru
Ses02F_impro04,Ses02F_impro04_F015,248.8600,256.9182,fru
Ses02F_impro04,Ses02F_impro04_F016,266.3000,274.1700,sad
Ses02F_impro04,Ses02F_impro04_F017,276.0900,286.5100,xxx
Ses02F_impro04,Ses02F_impro04_M000,5.1392,9.5052,neu
Ses02F_impro04,Ses02F_impro04_M001,19.1897,25.4800,neu
Ses02F_impro04,Ses02F_impro04_M002,34.8500,39.7200,xxx
Ses02F_impro04,Ses02F_impro04_M003,45.8486,49.2500,neu
Ses02F_impro04,Ses02F_impro04_M004,52.9062,65.8663,neu
Ses02F_impro04,Ses02F_impro04_M005,74.5400,82.1500,neu
Ses02F_impro04,Ses02F_impro04_M006,89.4093,97.0700,neu
Ses02F_impro04,Ses02F_impro04_M007,97.1700,104.0000,neu
Ses02F_impro04,Ses02F_impro04_M008,111.5500,116.4043,neu
Ses02F_impro04,Ses02F_impro04_M009,129.3592,135.0900,neu
Ses02F_impro04,Ses02F_impro04_M010,135.8500,145.0570,neu
Ses02F_impro04,Ses02F_impro04_M011,145.0670,151.0500,neu
Ses02F_impro04,Ses02F_impro04_M012,156.7354,174.3532,neu
Ses02F_impro04,Ses02F_impro04_M013,192.8400,205.9900,neu
Ses02F_impro04,Ses02F_impro04_M014,207.1941,212.1841,fru
Ses02F_impro04,Ses02F_impro04_M015,229.5000,242.2700,neu
Ses02F_impro04,Ses02F_impro04_M016,244.7900,245.9000,neu
Ses02F_impro04,Ses02F_impro04_M017,245.9700,248.0000,neu
Ses02F_impro04,Ses02F_impro04_M018,257.1676,266.4900,neu
Ses02F_impro04,Ses02F_impro04_M019,271.6900,277.0401,neu
Ses02F_impro04,Ses02F_impro04_M020,287.1900,288.5500,xxx
Ses02M_script02_1,Ses02M_script02_1_F000,20.1900,21.5800,neu
Ses02M_script02_1,Ses02M_script02_1_F001,42.8600,44.9500,neu
Ses02M_script02_1,Ses02M_script02_1_F002,48.0000,49.8300,fru
Ses02M_script02_1,Ses02M_script02_1_F003,51.4000,53.8400,fru
Ses02M_script02_1,Ses02M_script02_1_F004,54.9500,60.1700,fru
Ses02M_script02_1,Ses02M_script02_1_F005,76.5300,78.2700,neu
Ses02M_script02_1,Ses02M_script02_1_F006,105.7900,107.4100,neu
Ses02M_script02_1,Ses02M_script02_1_F007,108.9900,111.6800,fru
Ses02M_script02_1,Ses02M_script02_1_F008,116.8100,119.0500,fru
Ses02M_script02_1,Ses02M_script02_1_F009,119.4700,121.1500,fru
Ses02M_script02_1,Ses02M_script02_1_F010,122.0800,124.0800,fru
Ses02M_script02_1,Ses02M_script02_1_F011,132.7100,134.5600,neu
Ses02M_script02_1,Ses02M_script02_1_F012,136.1000,139.0000,fru
Ses02M_script02_1,Ses02M_script02_1_F013,151.2700,158.2600,fru
Ses02M_script02_1,Ses02M_script02_1_F014,170.6400,178.5700,fru
Ses02M_script02_1,Ses02M_script02_1_F015,179.7400,180.9100,fru
Ses02M_script02_1,Ses02M_script02_1_F016,197.3700,199.0000,sad
Ses02M_script02_1,Ses02M_script02_1_F017,200.0900,201.0800,neu
Ses02M_script02_1,Ses02M_script02_1_F018,214.7200,224.9700,ang
Ses02M_script02_1,Ses02M_script02_1_F019,226.4700,228.4800,fru
Ses02M_script02_1,Ses02M_script02_1_F020,307.2600,308.7900,neu
Ses02M_script02_1,Ses02M_script02_1_F021,311.5800,312.9100,neu
Ses02M_script02_1,Ses02M_script02_1_F022,314.6700,316.8300,fru
Ses02M_script02_1,Ses02M_script02_1_M000,4.9300,8.2800,exc
Ses02M_script02_1,Ses02M_script02_1_M001,8.3600,12.7800,exc
Ses02M_script02_1,Ses02M_script02_1_M002,13.1700,19.0800,xxx
Ses02M_script02_1,Ses02M_script02_1_M003,19.1100,20.5400,exc
Ses02M_script02_1,Ses02M_script02_1_M004,21.9200,28.1800,exc
Ses02M_script02_1,Ses02M_script02_1_M005,28.3900,34.0000,exc
Ses02M_script02_1,Ses02M_script02_1_M006,34.4100,43.2700,exc
Ses02M_script02_1,Ses02M_script02_1_M007,45.2400,48.4500,fru
Ses02M_script02_1,Ses02M_script02_1_M008,50.4000,51.7500,fru
Ses02M_script02_1,Ses02M_script02_1_M009,53.5400,55.8100,xxx
Ses02M_script02_1,Ses02M_script02_1_M010,59.6100,66.0400,xxx
Ses02M_script02_1,Ses02M_script02_1_M011,66.0700,71.2900,xxx
Ses02M_script02_1,Ses02M_script02_1_M012,71.5900,76.8800,xxx
Ses02M_script02_1,Ses02M_script02_1_M013,78.2894,85.7500,exc
Ses02M_script02_1,Ses02M_script02_1_M014,85.8700,92.4100,exc
Ses02M_script02_1,Ses02M_script02_1_M015,92.4252,97.2200,exc
Ses02M_script02_1,Ses02M_script02_1_M016,99.7938,106.1000,exc
Ses02M_script02_1,Ses02M_script02_1_M017,107.5200,109.1900,xxx
Ses02M_script02_1,Ses02M_script02_1_M018,111.7800,117.1300,fru
Ses02M_script02_1,Ses02M_script02_1_M019,118.7400,119.8500,xxx
Ses02M_script02_1,Ses02M_script02_1_M020,120.7400,122.4200,xxx
Ses02M_script02_1,Ses02M_script02_1_M021,124.1000,132.9100,xxx
Ses02M_script02_1,Ses02M_script02_1_M022,134.6400,136.1200,sur
Ses02M_script02_1,Ses02M_script02_1_M023,138.7700,143.9600,exc
Ses02M_script02_1,Ses02M_script02_1_M024,143.9900,152.0100,exc
Ses02M_script02_1,Ses02M_script02_1_M025,158.0100,168.1327,exc
Ses02M_script02_1,Ses02M_script02_1_M026,168.1740,171.5500,exc
Ses02M_script02_1,Ses02M_script02_1_M027,178.6400,180.0900,fru
Ses02M_script02_1,Ses02M_script02_1_M028,180.4600,190.4100,exc
Ses02M_script02_1,Ses02M_script02_1_M029,190.4400,198.2500,exc
Ses02M_script02_1,Ses02M_script02_1_M030,199.1400,200.3600,sur
Ses02M_script02_1,Ses02M_script02_1_M031,201.7700,206.6400,xxx
Ses02M_script02_1,Ses02M_script02_1_M032,206.7100,215.3500,fru
Ses02M_script02_1,Ses02M_script02_1_M033,225.1800,227.2300,xxx
Ses02M_script02_1,Ses02M_script02_1_M034,228.1900,234.6100,fru
Ses02M_script02_1,Ses02M_script02_1_M035,235.0000,240.1200,exc
Ses02M_script02_1,Ses02M_script02_1_M036,240.1400,249.8600,exc
Ses02M_script02_1,Ses02M_script02_1_M037,250.6700,255.4100,exc
Ses02M_script02_1,Ses02M_script02_1_M038,255.4800,264.0400,exc
Ses02M_script02_1,Ses02M_script02_1_M039,264.1100,282.9385,exc
Ses02M_script02_1,Ses02M_script02_1_M040,282.9700,294.5000,exc
Ses02M_script02_1,Ses02M_script02_1_M041,294.9900,304.3800,exc
Ses02M_script02_1,Ses02M_script02_1_M042,304.4400,307.9100,exc
Ses02M_script02_1,Ses02M_script02_1_M043,309.9600,311.5100,xxx
Ses02M_script02_1,Ses02M_script02_1_M044,312.9600,314.5700,xxx
Ses02M_impro01,Ses02M_impro01_F000,5.3200,7.3580,neu
Ses02M_impro01,Ses02M_impro01_F001,10.3710,11.6114,neu
Ses02M_impro01,Ses02M_impro01_F002,11.6114,14.6855,neu
Ses02M_impro01,Ses02M_impro01_F003,17.8190,24.7376,neu
Ses02M_impro01,Ses02M_impro01_F004,27.9800,29.6220,neu
Ses02M_impro01,Ses02M_impro01_F005,30.0939,36.9427,neu
Ses02M_impro01,Ses02M_impro01_F006,38.8667,44.0823,neu
Ses02M_impro01,Ses02M_impro01_F007,53.1100,54.9300,fru
Ses02M_impro01,Ses02M_impro01_F008,54.9400,58.3100,fru
Ses02M_impro01,Ses02M_impro01_F009,60.0864,61.5056,fru
Ses02M_impro01,Ses02M_impro01_F010,63.2229,68.4976,fru
Ses02M_impro01,Ses02M_impro01_F011,71.2864,74.6495,fru
Ses02M_impro01,Ses02M_impro01_F012,76.0075,82.1167,fru
Ses02M_impro01,Ses02M_impro01_F013,87.4655,91.6580,fru
Ses02M_impro01,Ses02M_impro01_F014,93.4266,97.4221,fru
Ses02M_impro01,Ses02M_impro01_F015,98.7147,100.1295,neu
Ses02M_impro01,Ses02M_impro01_F016,104.7414,106.0901,neu
Ses02M_impro01,Ses02M_impro01_F017,111.7499,115.9590,fru
Ses02M_impro01,Ses02M_impro01_F018,118.3825,120.5877,fru
Ses02M_impro01,Ses02M_impro01_F019,122.8148,125.8060,fru
Ses02M_impro01,Ses02M_impro01_F020,126.2997,130.8496,fru
Ses02M_impro01,Ses02M_impro01_F021,137.2469,138.7534,fru
Ses02M_impro01,Ses02M_impro01_F022,141.3516,146.0022,fru
Ses02M_impro01,Ses02M_impro01_F023,148.0459,153.3206,fru
Ses02M_impro01,Ses02M_impro01_F024,154.5392,157.0808,fru
Ses02M_impro01,Ses02M_impro01_M000,3.5000,6.4410,fru
Ses02M_impro01,Ses02M_impro01_M001,7.3400,10.0000,neu
Ses02M_impro01,Ses02M_impro01_M002,10.0100,12.2924,neu
Ses02M_impro01,Ses02M_impro01_M003,14.3252,17.6205,neu
Ses02M_impro01,Ses02M_impro01_M004,24.5138,28.1500,neu
Ses02M_impro01,Ses02M_impro01_M005,28.2300,31.2973,neu
Ses02M_impro01,Ses02M_impro01_M006,36.8679,39.1999,fru
Ses02M_impro01,Ses02M_impro01_M007,44.2341,52.4300,ang
Ses02M_impro01,Ses02M_impro01_M008,52.4400,54.5300,ang
Ses02M_impro01,Ses02M_impro01_M009,57.3791,64.1421,ang
Ses02M_impro01,Ses02M_impro01_M010,66.9831,73.6261,ang
Ses02M_impro01,Ses02M_impro01_M011,74.2423,76.2871,ang
Ses02M_impro01,Ses02M_impro01_M012,81.5927,88.7760,fru
Ses02M_impro01,Ses02M_impro01_M013,91.1995,93.9287,fru
Ses02M_impro01,Ses02M_impro01_M014,97.1601,99.5400,fru
Ses02M_impro01,Ses02M_impro01_M015,99.9890,104.6996,fru
Ses02M_impro01,Ses02M_impro01_M016,105.4351,112.2472,xxx
Ses02M_impro01,Ses02M_impro01_M017,115.4350,118.7100,fru
